,Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year,product_ID
3392,3393,285,Product 163,124,ANGAMALY,8,992,Kerela,2017, 163
3393,3394,285,Product 385,184,ANGAMALY,8,1472,Kerela,2017, 385
3394,3395,285,Product 236,65,ANGAMALY,5,325,Kerela,2017, 236
3395,3396,285,Product 37,82,ANGAMALY,8,656,Kerela,2017, 37
3396,3397,286,Product 447,89,Bhilwara,4,356,Rajasthan,2017, 447
3397,3398,286,Product 260,190,Bhilwara,8,1520,Rajasthan,2017, 260
3398,3399,286,Product 317,178,Bhilwara,3,534,Rajasthan,2017, 317
3399,3400,286,Product 334,248,Bhilwara,9,2232,Rajasthan,2017, 334
3400,3401,286,Product 4,139,Bhilwara,4,556,Rajasthan,2017, 4
3401,3402,286,Product 279,89,Bhilwara,5,445,Rajasthan,2017, 279
3402,3403,286,Product 173,123,Bhilwara,10,1230,Rajasthan,2017, 173
3403,3404,286,Product 457,181,Bhilwara,5,905,Rajasthan,2017, 457
3404,3405,287,Product 253,98,kolhspur,2,196,Maharashtra,2017, 253
3405,3406,287,Product 81,234,kolhspur,9,2106,Maharashtra,2017, 81
3406,3407,287,Product 373,166,kolhspur,10,1660,Maharashtra,2017, 373
3407,3408,287,Product 142,195,kolhspur,1,195,Maharashtra,2017, 142
3408,3409,287,Product 159,204,kolhspur,4,816,Maharashtra,2017, 159
3409,3410,287,Product 147,243,kolhspur,5,1215,Maharashtra,2017, 147
3410,3411,287,Product 29,185,kolhspur,4,740,Maharashtra,2017, 29
3411,3412,287,Product 384,154,kolhspur,9,1386,Maharashtra,2017, 384
3412,3413,287,Product 235,299,kolhspur,3,897,Maharashtra,2017, 235
3413,3414,287,Product 82,185,kolhspur,2,370,Maharashtra,2017, 82
3414,3415,287,Product 1,199,kolhspur,8,1592,Maharashtra,2017, 1
3415,3416,287,Product 331,200,kolhspur,10,2000,Maharashtra,2017, 331
3416,3417,287,Product 192,161,kolhspur,5,805,Maharashtra,2017, 192
3417,3418,287,Product 455,200,kolhspur,7,1400,Maharashtra,2017, 455
3418,3419,287,Product 36,214,kolhspur,3,642,Maharashtra,2017, 36
3419,3420,287,Product 397,255,kolhspur,10,2550,Maharashtra,2017, 397
3420,3421,288,Product 354,82,Mancherial,2,164,Andhra Pradesh,2017, 354
3421,3422,288,Product 303,220,Mancherial,8,1760,Andhra Pradesh,2017, 303
3422,3423,288,Product 107,114,Mancherial,7,798,Andhra Pradesh,2017, 107
3423,3424,288,Product 219,203,Mancherial,10,2030,Andhra Pradesh,2017, 219
3424,3425,288,Product 270,162,Mancherial,5,810,Andhra Pradesh,2017, 270
3425,3426,288,Product 134,95,Mancherial,2,190,Andhra Pradesh,2017, 134
3426,3427,288,Product 310,195,Mancherial,2,390,Andhra Pradesh,2017, 310
3427,3428,288,Product 188,262,Mancherial,2,524,Andhra Pradesh,2017, 188
3428,3429,288,Product 498,56,Mancherial,6,336,Andhra Pradesh,2017, 498
3429,3430,288,Product 131,85,Mancherial,7,595,Andhra Pradesh,2017, 131
3430,3431,288,Product 378,98,Mancherial,1,98,Andhra Pradesh,2017, 378
3431,3432,288,Product 27,271,Mancherial,6,1626,Andhra Pradesh,2017, 27
3432,3433,288,Product 414,130,Mancherial,2,260,Andhra Pradesh,2017, 414
3433,3434,288,Product 161,132,Mancherial,6,792,Andhra Pradesh,2017, 161
3434,3435,288,Product 259,144,Mancherial,2,288,Andhra Pradesh,2017, 259
3435,3436,288,Product 86,274,Mancherial,10,2740,Andhra Pradesh,2017, 86
3436,3437,289,Product 399,103,samalkha,7,721,Haryana,2017, 399
3437,3438,289,Product 240,69,samalkha,6,414,Haryana,2017, 240
3438,3439,289,Product 474,123,samalkha,1,123,Haryana,2017, 474
3439,3440,289,Product 58,142,samalkha,6,852,Haryana,2017, 58
3440,3441,289,Product 487,64,samalkha,6,384,Haryana,2017, 487
3441,3442,289,Product 151,280,samalkha,7,1960,Haryana,2017, 151
3442,3443,289,Product 156,287,samalkha,10,2870,Haryana,2017, 156
3443,3444,289,Product 248,283,samalkha,9,2547,Haryana,2017, 248
3444,3445,290,Product 33,90,Rasipuram,8,720,Tamil Nadu,2017, 33
3445,3446,290,Product 228,140,Rasipuram,6,840,Tamil Nadu,2017, 228
3446,3447,290,Product 149,174,Rasipuram,4,696,Tamil Nadu,2017, 149
3447,3448,290,Product 499,78,Rasipuram,4,312,Tamil Nadu,2017, 499
3448,3449,290,Product 14,256,Rasipuram,7,1792,Tamil Nadu,2017, 14
3449,3450,290,Product 40,62,Rasipuram,8,496,Tamil Nadu,2017, 40
3450,3451,290,Product 423,199,Rasipuram,1,199,Tamil Nadu,2017, 423
3451,3452,290,Product 114,214,Rasipuram,6,1284,Tamil Nadu,2017, 114
3452,3453,290,Product 96,296,Rasipuram,9,2664,Tamil Nadu,2017, 96
3453,3454,290,Product 51,136,Rasipuram,5,680,Tamil Nadu,2017, 51
3454,3455,290,Product 479,68,Rasipuram,9,612,Tamil Nadu,2017, 479
3455,3456,290,Product 249,135,Rasipuram,4,540,Tamil Nadu,2017, 249
3456,3457,291,Product 215,150,MANDVI,9,1350,Gujarat,2017, 215
3457,3458,291,Product 12,68,MANDVI,8,544,Gujarat,2017, 12
3458,3459,291,Product 303,220,MANDVI,3,660,Gujarat,2017, 303
3459,3460,291,Product 367,103,MANDVI,8,824,Gujarat,2017, 367
3460,3461,291,Product 72,219,MANDVI,7,1533,Gujarat,2017, 72
3461,3462,291,Product 44,153,MANDVI,2,306,Gujarat,2017, 44
3462,3463,291,Product 341,294,MANDVI,6,1764,Gujarat,2017, 341
3463,3464,291,Product 42,83,MANDVI,7,581,Gujarat,2017, 42
3464,3465,291,Product 325,61,MANDVI,2,122,Gujarat,2017, 325
3465,3466,291,Product 188,262,MANDVI,4,1048,Gujarat,2017, 188
3466,3467,291,Product 390,207,MANDVI,4,828,Gujarat,2017, 390
3467,3468,291,Product 419,233,MANDVI,5,1165,Gujarat,2017, 419
3468,3469,291,Product 481,140,MANDVI,9,1260,Gujarat,2017, 481
3469,3470,291,Product 256,260,MANDVI,4,1040,Gujarat,2017, 256
3470,3471,291,Product 295,155,MANDVI,3,465,Gujarat,2017, 295
3471,3472,291,Product 355,80,MANDVI,10,800,Gujarat,2017, 355
3472,3473,291,Product 181,180,MANDVI,1,180,Gujarat,2017, 181
3473,3474,292,Product 92,265,MANDVI,4,1060,Gujarat,2017, 92
3474,3475,292,Product 365,289,baroda,5,1445,Gujarat,2017, 365
3475,3476,292,Product 419,233,baroda,10,2330,Gujarat,2017, 419
3476,3477,292,Product 35,50,baroda,8,400,Gujarat,2017, 35
3477,3478,292,Product 317,178,baroda,10,1780,Gujarat,2017, 317
3478,3479,292,Product 115,280,baroda,4,1120,Gujarat,2017, 115
3479,3480,292,Product 280,73,baroda,6,438,Gujarat,2017, 280
3480,3481,292,Product 85,94,baroda,4,376,Gujarat,2017, 85
3481,3482,292,Product 120,171,baroda,2,342,Gujarat,2017, 120
3482,3483,292,Product 484,50,baroda,8,400,Gujarat,2017, 484
3483,3484,293,Product 122,176,AMRITSAR,6,1056,Punjab,2017, 122
3484,3485,293,Product 52,295,AMRITSAR,1,295,Punjab,2017, 52
3485,3486,293,Product 224,264,AMRITSAR,6,1584,Punjab,2017, 224
3486,3487,293,Product 253,98,AMRITSAR,2,196,Punjab,2017, 253
3487,3488,293,Product 146,71,AMRITSAR,8,568,Punjab,2017, 146
3488,3489,293,Product 53,214,AMRITSAR,4,856,Punjab,2017, 53
3489,3490,293,Product 318,243,AMRITSAR,1,243,Punjab,2017, 318
3490,3491,293,Product 390,207,AMRITSAR,9,1863,Punjab,2017, 390
3491,3492,293,Product 224,264,AMRITSAR,7,1848,Punjab,2017, 224
3492,3493,293,Product 151,280,AMRITSAR,9,2520,Punjab,2017, 151
3493,3494,293,Product 162,266,AMRITSAR,3,798,Punjab,2017, 162
3494,3495,293,Product 81,234,AMRITSAR,2,468,Punjab,2017, 81
3495,3496,293,Product 236,65,AMRITSAR,3,195,Punjab,2017, 236
3496,3497,294,Product 487,64,ALAPPUZHA,2,128,Kerela,2017, 487
3497,3498,294,Product 91,57,ALAPPUZHA,9,513,Kerela,2017, 91
3498,3499,294,Product 66,159,ALAPPUZHA,10,1590,Kerela,2017, 66
3499,3500,294,Product 97,94,ALAPPUZHA,4,376,Kerela,2017, 97
3500,3501,294,Product 352,228,ALAPPUZHA,2,456,Kerela,2017, 352
3501,3502,294,Product 109,272,ALAPPUZHA,1,272,Kerela,2017, 109
3502,3503,294,Product 172,289,ALAPPUZHA,8,2312,Kerela,2017, 172
3503,3504,294,Product 7,147,ALAPPUZHA,8,1176,Kerela,2017, 7
3504,3505,294,Product 460,76,ALAPPUZHA,7,532,Kerela,2017, 460
3505,3506,294,Product 52,295,ALAPPUZHA,9,2655,Kerela,2017, 52
3506,3507,294,Product 238,153,ALAPPUZHA,9,1377,Kerela,2017, 238
3507,3508,294,Product 494,50,ALAPPUZHA,1,50,Kerela,2017, 494
3508,3509,294,Product 256,260,ALAPPUZHA,4,1040,Kerela,2017, 256
3509,3510,295,Product 338,138,Mandya,8,1104,Karnataka,2017, 338
3510,3511,295,Product 148,260,Mandya,5,1300,Karnataka,2017, 148
3511,3512,295,Product 44,153,Mandya,5,765,Karnataka,2017, 44
3512,3513,295,Product 396,142,Mandya,10,1420,Karnataka,2017, 396
3513,3514,295,Product 399,103,Mandya,4,412,Karnataka,2017, 399
3514,3515,295,Product 183,212,Mandya,5,1060,Karnataka,2017, 183
3515,3516,295,Product 290,73,Mandya,2,146,Karnataka,2017, 290
3516,3517,295,Product 86,274,Mandya,4,1096,Karnataka,2017, 86
3517,3518,295,Product 239,170,Mandya,3,510,Karnataka,2017, 239
3518,3519,295,Product 354,82,Mandya,10,820,Karnataka,2017, 354
3519,3520,295,Product 373,166,Mandya,6,996,Karnataka,2017, 373
3520,3521,295,Product 11,94,Mandya,5,470,Karnataka,2017, 11
3521,3522,295,Product 393,206,Mandya,6,1236,Karnataka,2017, 393
3522,3523,295,Product 352,228,Mandya,10,2280,Karnataka,2017, 352
3523,3524,296,Product 209,258,Gandhinagar,6,1548,Gujarat,2017, 209
3524,3525,296,Product 310,195,Gandhinagar,9,1755,Gujarat,2017, 310
3525,3526,296,Product 131,85,Gandhinagar,10,850,Gujarat,2017, 131
3526,3527,296,Product 374,274,Gandhinagar,2,548,Gujarat,2017, 374
3527,3528,296,Product 309,195,Gandhinagar,1,195,Gujarat,2017, 309
3528,3529,296,Product 483,270,Gandhinagar,1,270,Gujarat,2017, 483
3529,3530,296,Product 383,188,Gandhinagar,4,752,Gujarat,2017, 383
3530,3531,296,Product 393,206,Gandhinagar,9,1854,Gujarat,2017, 393
3531,3532,296,Product 99,125,Gandhinagar,9,1125,Gujarat,2017, 99
3532,3533,296,Product 226,213,Gandhinagar,8,1704,Gujarat,2017, 226
3533,3534,296,Product 420,131,Gandhinagar,4,524,Gujarat,2017, 420
3534,3535,296,Product 159,204,Gandhinagar,4,816,Gujarat,2017, 159
3535,3536,296,Product 495,63,Gandhinagar,4,252,Gujarat,2017, 495
3536,3537,296,Product 484,50,Gandhinagar,9,450,Gujarat,2017, 484
3537,3538,296,Product 151,280,Gandhinagar,8,2240,Gujarat,2017, 151
3538,3539,296,Product 70,90,Gandhinagar,7,630,Gujarat,2017, 70
3539,3540,297,Product 369,218,Rewari,10,2180,Haryana,2017, 369
3540,3541,297,Product 109,272,Rewari,4,1088,Haryana,2017, 109
3541,3542,297,Product 152,297,Rewari,6,1782,Haryana,2017, 152
3542,3543,297,Product 148,260,Rewari,6,1560,Haryana,2017, 148
3543,3544,297,Product 75,259,Rewari,4,1036,Haryana,2017, 75
3544,3545,297,Product 316,204,Rewari,1,204,Haryana,2017, 316
3545,3546,297,Product 261,121,Rewari,8,968,Haryana,2017, 261
3546,3547,297,Product 173,123,Rewari,4,492,Haryana,2017, 173
3547,3548,298,Product 449,157,AMRELI,3,471,Gujarat,2017, 449
3548,3549,298,Product 113,280,AMRELI,1,280,Gujarat,2017, 113
3549,3550,298,Product 213,71,AMRELI,9,639,Gujarat,2017, 213
3550,3551,298,Product 73,59,AMRELI,8,472,Gujarat,2017, 73
3551,3552,298,Product 224,264,AMRELI,6,1584,Gujarat,2017, 224
3552,3553,298,Product 205,149,AMRELI,2,298,Gujarat,2017, 205
3553,3554,298,Product 8,88,AMRELI,6,528,Gujarat,2017, 8
3554,3555,298,Product 444,185,AMRELI,7,1295,Gujarat,2017, 444
3555,3556,298,Product 107,114,AMRELI,6,684,Gujarat,2017, 107
3556,3557,298,Product 301,195,AMRELI,10,1950,Gujarat,2017, 301
3557,3558,298,Product 458,73,AMRELI,7,511,Gujarat,2017, 458
3558,3559,298,Product 365,289,AMRELI,8,2312,Gujarat,2017, 365
3559,3560,299,Product 144,99,bhuj,8,792,Gujarat,2017, 144
3560,3561,299,Product 46,136,bhuj,3,408,Gujarat,2017, 46
3561,3562,299,Product 327,88,bhuj,9,792,Gujarat,2017, 327
3562,3563,299,Product 147,243,bhuj,6,1458,Gujarat,2017, 147
3563,3564,299,Product 129,65,bhuj,2,130,Gujarat,2017, 129
3564,3565,299,Product 138,258,bhuj,6,1548,Gujarat,2017, 138
3565,3566,299,Product 58,142,bhuj,4,568,Gujarat,2017, 58
3566,3567,299,Product 483,270,bhuj,7,1890,Gujarat,2017, 483
3567,3568,299,Product 329,219,bhuj,10,2190,Gujarat,2017, 329
3568,3569,299,Product 4,139,bhuj,5,695,Gujarat,2017, 4
3569,3570,299,Product 285,150,bhuj,2,300,Gujarat,2017, 285
3570,3571,299,Product 279,89,bhuj,2,178,Gujarat,2017, 279
3571,3572,300,Product 198,214,Mavelikara,2,428,Kerela,2017, 198
3572,3573,300,Product 496,194,Mavelikara,4,776,Kerela,2017, 496
3573,3574,300,Product 41,192,Mavelikara,7,1344,Kerela,2017, 41
3574,3575,300,Product 144,99,Mavelikara,7,693,Kerela,2017, 144
3575,3576,300,Product 50,56,Mavelikara,7,392,Kerela,2017, 50
3576,3577,300,Product 423,199,Mavelikara,7,1393,Kerela,2017, 423
3577,3578,300,Product 150,203,Mavelikara,8,1624,Kerela,2017, 150
3578,3579,300,Product 449,157,Mavelikara,10,1570,Kerela,2017, 449
3579,3580,300,Product 153,183,Mavelikara,1,183,Kerela,2017, 153
3580,3581,301,Product 280,73,visakhapatnam,1,73,Andhra Pradesh,2017, 280
3581,3582,301,Product 71,181,visakhapatnam,9,1629,Andhra Pradesh,2017, 71
3582,3583,301,Product 224,264,visakhapatnam,6,1584,Andhra Pradesh,2017, 224
3583,3584,301,Product 233,94,visakhapatnam,9,846,Andhra Pradesh,2017, 233
3584,3585,301,Product 312,145,visakhapatnam,5,725,Andhra Pradesh,2017, 312
3585,3586,301,Product 322,123,visakhapatnam,2,246,Andhra Pradesh,2017, 322
3586,3587,301,Product 492,243,visakhapatnam,6,1458,Andhra Pradesh,2017, 492
3587,3588,301,Product 406,149,visakhapatnam,3,447,Andhra Pradesh,2017, 406
3588,3589,302,Product 309,195,Bhatkal,8,1560,Karnataka,2017, 309
3589,3590,302,Product 239,170,Bhatkal,3,510,Karnataka,2017, 239
3590,3591,302,Product 15,137,Bhatkal,8,1096,Karnataka,2017, 15
3591,3592,302,Product 263,91,Bhatkal,9,819,Karnataka,2017, 263
3592,3593,302,Product 212,259,Bhatkal,5,1295,Karnataka,2017, 212
3593,3594,302,Product 375,293,Bhatkal,2,586,Karnataka,2017, 375
3594,3595,302,Product 75,259,Bhatkal,1,259,Karnataka,2017, 75
3595,3596,302,Product 280,73,Bhatkal,4,292,Karnataka,2017, 280
3596,3597,302,Product 111,231,Bhatkal,6,1386,Karnataka,2017, 111
3597,3598,302,Product 18,285,Bhatkal,9,2565,Karnataka,2017, 18
3598,3599,302,Product 183,212,Bhatkal,4,848,Karnataka,2017, 183
3599,3600,302,Product 493,137,Bhatkal,4,548,Karnataka,2017, 493
3600,3601,303,Product 112,108,Bhiwadi,2,216,Rajasthan,2017, 112
3601,3602,303,Product 250,150,Bhiwadi,6,900,Rajasthan,2017, 250
3602,3603,303,Product 259,144,Bhiwadi,8,1152,Rajasthan,2017, 259
3603,3604,303,Product 219,203,Bhiwadi,1,203,Rajasthan,2017, 219
3604,3605,303,Product 48,214,Bhiwadi,1,214,Rajasthan,2017, 48
3605,3606,303,Product 87,134,Bhiwadi,3,402,Rajasthan,2017, 87
3606,3607,303,Product 424,68,Bhiwadi,1,68,Rajasthan,2017, 424
3607,3608,303,Product 489,179,Bhiwadi,10,1790,Rajasthan,2017, 489
3608,3609,303,Product 68,279,Bhiwadi,2,558,Rajasthan,2017, 68
3609,3610,303,Product 372,91,Bhiwadi,10,910,Rajasthan,2017, 372
3610,3611,303,Product 200,155,Bhiwadi,2,310,Rajasthan,2017, 200
3611,3612,304,Product 2,263,RAJAHMUDRY,3,789,Andhra Pradesh,2017, 2
3612,3613,304,Product 464,154,RAJAHMUDRY,1,154,Andhra Pradesh,2017, 464
3613,3614,304,Product 215,150,RAJAHMUDRY,5,750,Andhra Pradesh,2017, 215
3614,3615,304,Product 215,150,RAJAHMUDRY,8,1200,Andhra Pradesh,2017, 215
3615,3616,304,Product 321,282,RAJAHMUDRY,4,1128,Andhra Pradesh,2017, 321
3616,3617,304,Product 157,244,RAJAHMUDRY,6,1464,Andhra Pradesh,2017, 157
3617,3618,304,Product 460,76,RAJAHMUDRY,4,304,Andhra Pradesh,2017, 460
3618,3619,304,Product 36,214,RAJAHMUDRY,7,1498,Andhra Pradesh,2017, 36
3619,3620,305,Product 460,76,VIJAYAWADA,10,760,Andhra Pradesh,2017, 460
3620,3621,305,Product 458,73,VIJAYAWADA,9,657,Andhra Pradesh,2017, 458
3621,3622,305,Product 193,145,VIJAYAWADA,1,145,Andhra Pradesh,2017, 193
3622,3623,305,Product 288,252,VIJAYAWADA,3,756,Andhra Pradesh,2017, 288
3623,3624,305,Product 8,88,VIJAYAWADA,8,704,Andhra Pradesh,2017, 8
3624,3625,305,Product 76,190,VIJAYAWADA,6,1140,Andhra Pradesh,2017, 76
3625,3626,305,Product 210,206,VIJAYAWADA,3,618,Andhra Pradesh,2017, 210
3626,3627,305,Product 298,153,VIJAYAWADA,7,1071,Andhra Pradesh,2017, 298
3627,3628,305,Product 14,256,VIJAYAWADA,8,2048,Andhra Pradesh,2017, 14
3628,3629,305,Product 256,260,VIJAYAWADA,10,2600,Andhra Pradesh,2017, 256
3629,3630,305,Product 370,74,VIJAYAWADA,9,666,Andhra Pradesh,2017, 370
3630,3631,305,Product 410,254,VIJAYAWADA,10,2540,Andhra Pradesh,2017, 410
3631,3632,305,Product 400,248,VIJAYAWADA,4,992,Andhra Pradesh,2017, 400
3632,3633,306,Product 52,295,Mednapur,9,2655,Andhra Pradesh,2017, 52
3633,3634,306,Product 382,103,Mednapur,5,515,Andhra Pradesh,2017, 382
3634,3635,306,Product 190,128,Mednapur,9,1152,Andhra Pradesh,2017, 190
3635,3636,306,Product 494,50,Mednapur,7,350,Andhra Pradesh,2017, 494
3636,3637,306,Product 7,147,Mednapur,7,1029,Andhra Pradesh,2017, 7
3637,3638,306,Product 105,200,Mednapur,4,800,Andhra Pradesh,2017, 105
3638,3639,306,Product 117,52,Mednapur,8,416,Andhra Pradesh,2017, 117
3639,3640,306,Product 67,55,Mednapur,4,220,Andhra Pradesh,2017, 67
3640,3641,306,Product 131,85,Mednapur,2,170,Andhra Pradesh,2017, 131
3641,3642,306,Product 377,119,Mednapur,5,595,Andhra Pradesh,2017, 377
3642,3643,306,Product 253,98,Mednapur,10,980,Andhra Pradesh,2017, 253
3643,3644,306,Product 432,120,Mednapur,10,1200,Andhra Pradesh,2017, 432
3644,3645,306,Product 81,234,Mednapur,5,1170,Andhra Pradesh,2017, 81
3645,3646,306,Product 133,276,Mednapur,9,2484,Andhra Pradesh,2017, 133
3646,3647,306,Product 18,285,Mednapur,8,2280,Andhra Pradesh,2017, 18
3647,3648,306,Product 274,74,Mednapur,8,592,Andhra Pradesh,2017, 274
3648,3649,306,Product 3,140,Mednapur,3,420,Andhra Pradesh,2017, 3
3649,3650,307,Product 407,252,Bhadrak,2,504,Odhisha,2017, 407
3650,3651,307,Product 375,293,Bhadrak,9,2637,Odhisha,2017, 375
3651,3652,307,Product 104,202,Bhadrak,4,808,Odhisha,2017, 104
3652,3653,307,Product 21,298,Bhadrak,1,298,Odhisha,2017, 21
3653,3654,307,Product 307,202,Bhadrak,4,808,Odhisha,2017, 307
3654,3655,307,Product 125,65,Bhadrak,10,650,Odhisha,2017, 125
3655,3656,307,Product 360,233,Bhadrak,4,932,Odhisha,2017, 360
3656,3657,307,Product 238,153,Bhadrak,1,153,Odhisha,2017, 238
3657,3658,307,Product 200,155,Bhadrak,5,775,Odhisha,2017, 200
3658,3659,307,Product 466,180,Bhadrak,7,1260,Odhisha,2017, 466
3659,3660,307,Product 251,210,Bhadrak,1,210,Odhisha,2017, 251
3660,3661,307,Product 72,219,Bhadrak,5,1095,Odhisha,2017, 72
3661,3662,307,Product 113,280,Bhadrak,5,1400,Odhisha,2017, 113
3662,3663,307,Product 438,288,Bhadrak,6,1728,Odhisha,2017, 438
3663,3664,307,Product 430,296,Bhadrak,10,2960,Odhisha,2017, 430
3664,3665,307,Product 62,180,Bhadrak,5,900,Odhisha,2017, 62
3665,3666,307,Product 286,160,Bhadrak,9,1440,Odhisha,2017, 286
3666,3667,307,Product 163,124,Bhadrak,8,992,Odhisha,2017, 163
3667,3668,307,Product 236,65,Bhadrak,7,455,Odhisha,2017, 236
3668,3669,307,Product 42,83,Bhadrak,6,498,Odhisha,2017, 42
3669,3670,308,Product 284,75,Jungadh,10,750,Gujarat,2017, 284
3670,3671,308,Product 479,68,Jungadh,1,68,Gujarat,2017, 479
3671,3672,308,Product 173,123,Jungadh,1,123,Gujarat,2017, 173
3672,3673,308,Product 357,87,Jungadh,6,522,Gujarat,2017, 357
3673,3674,308,Product 76,190,Jungadh,9,1710,Gujarat,2017, 76
3674,3675,308,Product 289,255,Jungadh,4,1020,Gujarat,2017, 289
3675,3676,308,Product 241,164,Jungadh,8,1312,Gujarat,2017, 241
3676,3677,308,Product 148,260,Jungadh,4,1040,Gujarat,2017, 148
3677,3678,308,Product 468,296,Jungadh,3,888,Gujarat,2017, 468
3678,3679,308,Product 173,123,Jungadh,10,1230,Gujarat,2017, 173
3679,3680,308,Product 382,103,Jungadh,10,1030,Gujarat,2017, 382
3680,3681,309,Product 287,114,DAVANGERE,1,114,Karnataka,2017, 287
3681,3682,309,Product 56,75,DAVANGERE,2,150,Karnataka,2017, 56
3682,3683,309,Product 48,214,DAVANGERE,2,428,Karnataka,2017, 48
3683,3684,309,Product 83,90,DAVANGERE,4,360,Karnataka,2017, 83
3684,3685,309,Product 228,140,DAVANGERE,8,1120,Karnataka,2017, 228
3685,3686,309,Product 223,215,DAVANGERE,9,1935,Karnataka,2017, 223
3686,3687,309,Product 267,217,DAVANGERE,9,1953,Karnataka,2017, 267
3687,3688,309,Product 313,163,DAVANGERE,8,1304,Karnataka,2017, 313
3688,3689,309,Product 88,145,DAVANGERE,2,290,Karnataka,2017, 88
3689,3690,309,Product 58,142,DAVANGERE,2,284,Karnataka,2017, 58
3690,3691,309,Product 337,126,DAVANGERE,8,1008,Karnataka,2017, 337
3691,3692,309,Product 96,296,DAVANGERE,3,888,Karnataka,2017, 96
3692,3693,309,Product 343,217,DAVANGERE,7,1519,Karnataka,2017, 343
3693,3694,309,Product 36,214,DAVANGERE,2,428,Karnataka,2017, 36
3694,3695,309,Product 466,180,DAVANGERE,8,1440,Karnataka,2017, 466
3695,3696,310,Product 218,192,Sanpada,4,768,Maharashtra,2017, 218
3696,3697,310,Product 228,140,Sanpada,6,840,Maharashtra,2017, 228
3697,3698,310,Product 376,90,Sanpada,10,900,Maharashtra,2017, 376
3698,3699,310,Product 88,145,Sanpada,2,290,Maharashtra,2017, 88
3699,3700,310,Product 417,80,Sanpada,4,320,Maharashtra,2017, 417
3700,3701,310,Product 232,242,Sanpada,10,2420,Maharashtra,2017, 232
3701,3702,310,Product 18,285,Sanpada,9,2565,Maharashtra,2017, 18
3702,3703,310,Product 213,71,Sanpada,7,497,Maharashtra,2017, 213
3703,3704,310,Product 335,230,Sanpada,6,1380,Maharashtra,2017, 335
3704,3705,310,Product 356,297,Sanpada,2,594,Maharashtra,2017, 356
3705,3706,310,Product 121,194,Sanpada,6,1164,Maharashtra,2017, 121
3706,3707,310,Product 401,222,Sanpada,3,666,Maharashtra,2017, 401
3707,3708,310,Product 180,264,Sanpada,10,2640,Maharashtra,2017, 180
3708,3709,310,Product 253,98,Sanpada,7,686,Maharashtra,2017, 253
3709,3710,310,Product 93,174,Sanpada,1,174,Maharashtra,2017, 93
3710,3711,310,Product 184,275,Sanpada,8,2200,Maharashtra,2017, 184
3711,3712,311,Product 180,264,MZKZRPURA VADODARA,5,1320,Gujarat,2017, 180
3712,3713,311,Product 168,212,MZKZRPURA VADODARA,2,424,Gujarat,2017, 168
3713,3714,311,Product 340,151,MZKZRPURA VADODARA,9,1359,Gujarat,2017, 340
3714,3715,311,Product 360,233,MZKZRPURA VADODARA,3,699,Gujarat,2017, 360
3715,3716,311,Product 312,145,MZKZRPURA VADODARA,10,1450,Gujarat,2017, 312
3716,3717,311,Product 185,292,MZKZRPURA VADODARA,3,876,Gujarat,2017, 185
3717,3718,311,Product 175,280,MZKZRPURA VADODARA,10,2800,Gujarat,2017, 175
3718,3719,311,Product 310,195,MZKZRPURA VADODARA,3,585,Gujarat,2017, 310
3719,3720,311,Product 256,260,MZKZRPURA VADODARA,10,2600,Gujarat,2017, 256
3720,3721,311,Product 60,121,MZKZRPURA VADODARA,10,1210,Gujarat,2017, 60
3721,3722,311,Product 485,271,MZKZRPURA VADODARA,4,1084,Gujarat,2017, 485
3722,3723,311,Product 312,145,MZKZRPURA VADODARA,10,1450,Gujarat,2017, 312
3723,3724,312,Product 449,157,Chapra,2,314,Bihar,2017, 449
3724,3725,312,Product 102,283,Chapra,5,1415,Bihar,2017, 102
3725,3726,312,Product 214,152,Chapra,1,152,Bihar,2017, 214
3726,3727,312,Product 383,188,Chapra,2,376,Bihar,2017, 383
3727,3728,312,Product 354,82,Chapra,5,410,Bihar,2017, 354
3728,3729,312,Product 179,270,Chapra,2,540,Bihar,2017, 179
3729,3730,312,Product 96,296,Chapra,8,2368,Bihar,2017, 96
3730,3731,312,Product 75,259,Chapra,1,259,Bihar,2017, 75
3731,3732,312,Product 201,150,Chapra,8,1200,Bihar,2017, 201
3732,3733,312,Product 142,195,Chapra,8,1560,Bihar,2017, 142
3733,3734,312,Product 341,294,Chapra,8,2352,Bihar,2017, 341
3734,3735,312,Product 124,179,Chapra,4,716,Bihar,2017, 124
3735,3736,313,Product 208,159,Ahmedanad,2,318,Gujarat,2017, 208
3736,3737,313,Product 361,127,Ahmedanad,5,635,Gujarat,2017, 361
3737,3738,313,Product 6,237,Ahmedanad,2,474,Gujarat,2017, 6
3738,3739,313,Product 241,164,Ahmedanad,9,1476,Gujarat,2017, 241
3739,3740,313,Product 35,50,Ahmedanad,8,400,Gujarat,2017, 35
3740,3741,313,Product 154,145,Ahmedanad,9,1305,Gujarat,2017, 154
3741,3742,313,Product 399,103,Ahmedanad,8,824,Gujarat,2017, 399
3742,3743,313,Product 112,108,Ahmedanad,4,432,Gujarat,2017, 112
3743,3744,313,Product 236,65,Ahmedanad,1,65,Gujarat,2017, 236
3744,3745,313,Product 103,76,Ahmedanad,9,684,Gujarat,2017, 103
3745,3746,314,Product 12,68,ponda,9,612,Goa,2017, 12
3746,3747,314,Product 127,179,ponda,9,1611,Goa,2017, 127
3747,3748,314,Product 377,119,ponda,8,952,Goa,2017, 377
